species,tree,branch,date,parent,no_daughters,order,length_cm,path_length,tot_length,diameter_mm,area,path_area,tot_area,volume,path_volume,tot_volume,path_length_plus,tot_length_plus,area_plus,tot_area_plus,volume_plus,tot_volume_plus,no_twigs,tot_no_twigs,no_spurs,no_scars,stem_m,path_stem_m,tot_stem_m,twig_m,tot_twig_m,leaf_m,flower_m,length_ratio,path_ratio,diameter_ratio,mass_ratio,summass_ratio,area_ratio,bearing,opp_length_cm,declination,root_dia
apple,5,5,,1,1,2,62,138.5,138.5,36,7012,12034.9,12034.9,63108.3,89353.1,89353.1,138.5,418,7012,12034.9,63108.3,89353.1,6,13,1,10,410.9,599.7,599.7,296,506.7,,,0.729,0.393,0.424,0.111,0.066,0.337,245,,0,
apple,5,6,,5,0,2,76.5,76.5,76.5,20.9,5022.9,5022.9,5022.9,26244.8,26244.8,26244.8,76.5,356,5022.9,6779.1,26244.8,27122.9,7,7,2,12,188.8,188.8,188.8,210.7,210.7,,,1.234,0.552,0.581,0.459,0.315,NA,105,,45,
apple,5,7,,1,0,2,155,155,155,35.3,17189.2,17189.2,17189.2,151694.9,151694.9,151694.9,177.5,570,17189.2,19796.7,151694.9,152998.7,16,16,3,33,932.8,932.8,932.8,572.6,572.6,,,1.824,0.504,0.415,0.251,0.102,NA,20,,10,
apple,5,8,,1,2,1,44.5,267,688.5,49.7,6948.1,27374.6,49575.7,86330.2,249192.1,345727,267,2040,6948.1,49575.7,86330.2,345727,1,94,0,18,554.3,1498.1,2245.5,7.2,730.9,,,0.524,0.759,0.585,0.149,0.247,0.986,0,,90,
apple,5,9,,8,0,2,58,58,58,16.5,3006.5,3006.5,3006.5,12401.8,12401.8,12401.8,58,167,3006.5,3691.4,12401.8,12744.2,5,5,0,14,81.4,81.4,81.4,89,89,,,1.303,0.217,0.332,0.147,0.036,NA,155,,0,
apple,5,10,,8,4,1,37,222.5,586,46.5,5405.1,20426.5,39621.1,62834.4,162861.9,246995,222.5,1828.5,5405.1,39621.1,62834.4,246995,8,88,0,8,389.4,943.8,1609.8,91.3,634.7,,,0.831,0.833,0.936,0.703,0.717,1.027,0,,90,
apple,5,11,,10,0,2,131,131,131,16.6,6831.7,6831.7,6831.7,28351.6,28351.6,28351.6,131,425,6831.7,8679,28351.6,29275.2,22,22,3,15,186.2,186.2,186.2,77.7,77.7,,,3.541,0.589,0.357,0.478,0.116,NA,290,,-15,
apple,5,12,,10,0,2,60,60,60,18.1,3411.8,3411.8,3411.8,15438.3,15438.3,15438.3,60,199,3411.8,4285.2,15438.3,15875,9,9,2,6,106,106,106,76.4,76.4,,,1.622,0.27,0.389,0.272,0.066,NA,75,,10,
apple,5,13,,10,0,2,90,90,90,21.3,6022.4,6022.4,6022.4,32069.5,32069.5,32069.5,90,415.5,6022.4,8067.6,32069.5,33092.1,13,13,2,25,293.4,293.4,293.4,214.8,214.8,,,2.432,0.404,0.458,0.753,0.182,NA,220,,0,
apple,5,14,,10,2,1,28.5,185.5,268,34.1,3053.2,15021.4,17950.1,26028.2,100027.5,108301.2,185.5,752,3053.2,17950.1,26028.2,108301.2,0,36,0,4,144,554.4,634.8,0,174.5,,,0.77,0.834,0.733,0.37,0.394,0.99,0,,90,
apple,5,15,,14,0,2,82.5,82.5,82.5,11.3,2928.7,2928.7,2928.7,8273.7,8273.7,8273.7,82.5,231,2928.7,3861.8,8273.7,8740.2,14,14,4,16,80.4,80.4,80.4,44.8,44.8,,,2.895,0.445,0.331,0.558,0.127,NA,310,,0,
apple,5,16,,14,1,1,25,157,157,32,2513.3,11968.2,11968.2,20106.2,73999.3,73999.3,157,492.5,2513.3,11968.2,20106.2,73999.3,0,22,0,9,119.6,410.4,410.4,0,129.7,,,0.877,0.846,0.938,0.831,0.647,0.508,55,,70,
apple,5,17,,16,0,1,132,132,132,22.8,9454.9,9454.9,9454.9,53893.1,53893.1,53893.1,132,467.5,9454.9,11562.9,53893.1,54947.1,22,22,1,16,290.8,290.8,290.8,129.7,129.7,,,5.28,0.841,0.712,2.431,0.709,NA,215,,55,
apple,6,1,64,0,5,1,85,374.5,1233.5,90,24033.2,58816,133978.1,540746.6,923571.6,1493698.7,374.5,1233.5,24033.2,133978.1,540746.6,1493698.7,0,133,0,8,3819,6252.2,9815.5,0,4311,,,NA,NA,NA,NA,NA,0.969,,,,
apple,6,2,64,1,0,2,96.5,96.5,96.5,41.8,12672.2,12672.2,12672.2,132424.9,132424.9,132424.9,96.5,96.5,12672.2,12672.2,132424.9,132424.9,10,10,1,22,834.9,834.9,834.9,995.4,995.4,,,1.135,0.258,0.464,0.219,0.085,NA,,,,
apple,6,3,64,1,0,2,183,183,183,32.5,18684.6,18684.6,18684.6,151812.6,151812.6,151812.6,183,183,18684.6,18684.6,151812.6,151812.6,27,27,5,29,883.7,883.7,883.7,1020.2,1020.2,,,2.153,0.489,0.361,0.231,0.09,NA,,,,
apple,6,4,64,1,0,2,165,165,165,27.3,14151.3,14151.3,14151.3,96582.7,96582.7,96582.7,165,165,14151.3,14151.3,96582.7,96582.7,21,21,1,31,725.9,725.9,725.9,415.7,415.7,,,1.941,0.441,0.303,0.19,0.074,NA,,,,
apple,6,5,64,1,0,2,84,84,84,37.8,9975.2,9975.2,9975.2,94265.5,94265.5,94265.5,84,84,9975.2,9975.2,94265.5,94265.5,6,6,1,18,504,504,504,393.2,393.2,,,0.988,0.224,0.42,0.132,0.051,NA,,,,
apple,6,6,64,1,2,1,92.5,289.5,620,53.6,15576,34782.8,54461.6,208718.6,382825,477866.4,289.5,620,15576,54461.6,208718.6,477866.4,7,69,1,18,1452.8,2433.2,3048,631.5,1486.5,,,1.088,0.773,0.596,0.38,0.311,1.044,,,,
apple,6,7,64,6,0,2,79,79,79,22.1,5484.9,5484.9,5484.9,30304.1,30304.1,30304.1,79,79,5484.9,5484.9,30304.1,30304.1,8,8,0,5,157.6,157.6,157.6,112.4,112.4,,,0.854,0.273,0.412,0.108,0.052,NA,,,,
apple,6,8,64,6,3,1,30,197,448.5,50.1,4721.8,19206.8,33400.7,59140.7,174106.4,238843.7,197,448.5,4721.8,33400.7,59140.7,238843.7,1,54,0,6,330.4,980.4,1437.6,1.5,742.6,,,0.324,0.68,0.935,0.227,0.472,0.94,,,,
apple,6,9,64,8,0,2,34.5,34.5,34.5,14.3,1549.9,1549.9,1549.9,5540.9,5540.9,5540.9,34.5,34.5,1549.9,1549.9,5540.9,5540.9,6,6,0,9,43.5,43.5,43.5,59.3,59.3,,,1.15,0.175,0.285,0.132,0.03,NA,,,,
apple,6,10,64,8,0,2,107,107,107,20.4,6857.5,6857.5,6857.5,34973.1,34973.1,34973.1,107,107,6857.5,6857.5,34973.1,34973.1,20,20,0,15,232.2,232.2,232.2,121,121,,,3.567,0.543,0.407,0.703,0.162,NA,,,,
apple,6,11,64,8,3,1,61,167,277,41.7,7991.3,14485,20271.5,83309,114965.7,139189,167,277,7991.3,20271.5,83309,139189,4,27,1,10,445.5,650,831.5,326.1,560.8,,,2.033,0.848,0.832,1.348,0.578,0.541,,,,
apple,6,12,64,11,0,2,61,61,61,16.7,3200.3,3200.3,3200.3,13361.4,13361.4,13361.4,61,61,3200.3,3200.3,13361.4,13361.4,10,10,1,13,97.7,97.7,97.7,70.6,70.6,,,1,0.365,0.4,0.219,0.117,NA,,,,
apple,6,13,64,11,0,2,49,49,49,16.8,2586.2,2586.2,2586.2,10861.9,10861.9,10861.9,49,49,2586.2,2586.2,10861.9,10861.9,8,8,2,9,83.8,83.8,83.8,84.9,84.9,,,0.803,0.293,0.403,0.188,0.101,NA,,,,
apple,6,14,64,11,0,2,106,106,106,19.5,6493.7,6493.7,6493.7,31656.7,31656.7,31656.7,106,106,6493.7,6493.7,31656.7,31656.7,5,5,20,10,204.5,204.5,204.5,79.2,79.2,,,1.738,0.635,0.468,0.459,0.246,NA,,,,
apple,7,1,64,0,2,1,62.5,192,417.5,55,10799.2,24764,41027.1,148489.3,275204.2,369960.4,192,417.5,10799.2,41027.1,148489.3,369960.4,0,29,0,7,1095.4,1741.8,2259.8,0,1329.9,,,NA,NA,NA,NA,NA,0.92,,,,
apple,7,2,64,1,0,2,82.5,82.5,82.5,25.8,6686.9,6686.9,6686.9,43130.4,43130.4,43130.4,82.5,82.5,6686.9,6686.9,43130.4,43130.4,7,7,0,16,243,243,243,226.5,226.5,,,1.32,0.43,0.469,0.222,0.108,NA,,,,
apple,7,3,64,1,2,1,11.5,129.5,272.5,46,1661.9,13964.8,23541,19111.9,126714.9,178340.7,129.5,272.5,1661.9,23541,19111.9,178340.7,0,22,0,2,111.3,646.4,921.4,0,1103.4,,,0.184,0.674,0.836,0.102,0.408,1.219,,,,
apple,7,4,64,3,0,2,71,71,71,19,4238,4238,4238,20130.5,20130.5,20130.5,71,71,4238,4238,20130.5,20130.5,5,5,0,8,128,128,128,93,93,,,6.174,0.548,0.413,1.15,0.139,NA,,,,
apple,7,5,64,3,2,1,7.5,118,190,47.1,1109.8,12302.9,17641.1,13067.5,107603,139098.3,118,190,1109.8,17641.1,13067.5,139098.3,0,17,0,1,65.1,535.1,682.1,393.7,1010.4,,,0.652,0.911,1.024,0.585,0.74,0.813,,,,
apple,7,6,64,5,0,2,72,72,72,23.6,5338.2,5338.2,5338.2,31495.3,31495.3,31495.3,72,72,5338.2,5338.2,31495.3,31495.3,6,6,0,19,147,147,147,147.2,147.2,,,9.6,0.61,0.501,2.258,0.216,NA,,,,
apple,7,7,64,5,1,1,93,110.5,110.5,35.3,10313.5,11193.1,11193.1,91016.9,94535.5,94535.5,110.5,110.5,10313.5,11193.1,91016.9,94535.5,6,11,0,27,374.8,470,470,380.8,469.5,,,12.4,0.936,0.749,5.757,0.689,4.635,,,,
apple,7,8,64,7,0,2,17.5,17.5,17.5,16,879.6,879.6,879.6,3518.6,3518.6,3518.6,17.5,17.5,879.6,879.6,3518.6,3518.6,5,5,0,15,95.2,95.2,95.2,88.7,88.7,,,0.188,0.158,2.153,0.254,0.203,NA,,,,
apple,8,1,66,0,2,1,70,310.5,1229,90,19792,45407,139509.5,445320.8,706343.4,1540869.1,310.5,1229,19792,139509.5,445320.8,1540869.1,0,132,0,6,3057,4553.5,9516.6,0,2995.2,,,NA,NA,NA,NA,NA,1.209,,,,
apple,8,2,66,1,0,2,130,130,130,36.5,14906.9,14906.9,14906.9,136025.1,136025.1,136025.1,130,130,14906.9,14906.9,136025.1,136025.1,16,16,0,17,801.5,801.5,801.5,677.1,677.1,,,1.857,0.419,0.406,0.262,0.084,NA,,,,
apple,8,3,66,1,4,1,15.5,240.5,1029,92,4479.9,25615,104810.6,103038,261022.6,959523.2,240.5,1029,4479.9,104810.6,103038,959523.2,0,116,0,2,440.2,1496.5,5658.1,0,2318.1,,,0.221,0.775,1.022,0.144,0.595,0.733,,,,
apple,8,4,66,3,0,2,158,158,158,37.7,18713.2,18713.2,18713.2,176372,176372,176372,158,158,18713.2,18713.2,176372,176372,16,16,3,21,817.8,817.8,817.8,534.1,534.1,,,10.194,0.657,0.41,1.858,0.145,NA,,,,
apple,8,5,66,3,0,2,198,198,198,23.6,14680,14680,14680,86612.2,86612.2,86612.2,198,198,14680,14680,86612.2,86612.2,30,30,3,24,673.6,673.6,673.6,0,0,,,12.774,0.823,0.257,1.53,0.119,NA,,,,
apple,8,6,66,3,0,2,225,225,225,29.9,21135.1,21135.1,21135.1,157984.6,157984.6,157984.6,225,225,21135.1,21135.1,157984.6,157984.6,25,25,6,28,1056.3,1056.3,1056.3,473.5,473.5,,,14.516,0.936,0.325,2.4,0.187,NA,,,,
apple,8,7,66,3,2,1,48.5,217.5,432.5,57.7,8791.6,24706.3,45802.4,126818.7,266103.5,435516.4,217.5,432.5,8791.6,45802.4,126818.7,435516.4,5,45,2,15,797.6,1733,2670.2,157.9,1310.5,,,3.129,0.904,0.627,1.812,0.472,0.992,,,,
apple,8,8,66,7,0,2,119,119,119,26.5,9907,9907,9907,65634,65634,65634,119,119,9907,9907,65634,65634,14,14,5,10,364.9,364.9,364.9,255,255,,,2.454,0.547,0.459,0.457,0.137,NA,,,,
apple,8,9,66,7,2,1,43,169,265,51,6889.5,15914.7,27103.8,87841.3,139284.8,243063.7,169,265,6889.5,27103.8,87841.3,243063.7,1,26,0,13,541.8,935.4,1507.7,87,897.6,,,0.887,0.777,0.884,0.679,0.565,0.729,,,,
apple,8,10,66,9,0,2,126,126,126,22.8,9025.2,9025.2,9025.2,51443.5,51443.5,51443.5,126,126,9025.2,9025.2,51443.5,51443.5,15,15,17,8,393.6,393.6,393.6,242.2,242.2,,,2.93,0.746,0.447,0.726,0.261,NA,,,,
apple,8,11,66,9,0,2,96,96,96,37.1,11189.1,11189.1,11189.1,103778.9,103778.9,103778.9,96,96,11189.1,11189.1,103778.9,103778.9,10,10,3,15,572.3,572.3,572.3,568.4,568.4,,,2.233,0.568,0.727,1.056,0.38,NA,,,,
apple,9,1,66,0,4,1,83,429,1526,110,28682.7,76689.4,172178.6,788775.4,1435848.9,2158214.8,429,1526,28682.7,172178.6,788775.4,2158214.8,0,183,0,5,5749,9758.4,14053.4,0,3798.6,,,NA,NA,NA,NA,NA,0.927,,,,
apple,9,2,66,1,1,2,76,221,221,43.4,10362.2,21568.3,21568.3,112430.2,181347.5,181347.5,221,221,10362.2,21568.3,112430.2,181347.5,9,36,0,12,679.7,994.7,994.7,223.1,418.1,,,0.916,0.515,0.395,0.118,0.071,0.321,,,,
apple,9,3,66,2,0,3,145,145,145,24.6,11206.1,11206.1,11206.1,68917.3,68917.3,68917.3,145,145,11206.1,11206.1,68917.3,68917.3,27,27,1,19,315,315,315,195,195,,,1.908,0.656,0.567,0.463,0.317,NA,,,,
apple,9,4,66,1,1,2,107,257.5,257.5,44.2,14857.8,29042.1,29042.1,164179.2,270561.4,270561.4,257.5,257.5,14857.8,29042.1,164179.2,270561.4,7,26,0,21,1129.2,1632.3,1632.3,659.1,1052.7,,,1.289,0.6,0.402,0.196,0.116,0.461,,,,
apple,9,5,66,4,0,2,150.5,150.5,150.5,30,14184.3,14184.3,14184.3,106382.2,106382.2,106382.2,150.5,150.5,14184.3,14184.3,106382.2,106382.2,19,19,0,8,503.1,503.1,503.1,393.6,393.6,,,1.407,0.584,0.679,0.446,0.308,NA,,,,
apple,9,6,66,1,0,2,71,71,71,33.7,7516.9,7516.9,7516.9,63329.8,63329.8,63329.8,71,71,7516.9,7516.9,63329.8,63329.8,6,6,0,12,376.7,376.7,376.7,314.2,314.2,,,0.855,0.166,0.306,0.066,0.027,NA,,,,
apple,9,7,66,1,2,1,19,346,893.5,79,4715.5,48006.7,85368.6,93131.7,647073.5,854200.7,346,893.5,4715.5,85368.6,93131.7,854200.7,1,115,1,9,619.1,4009.4,5300.7,21.2,2013.6,,,0.229,0.807,0.718,0.108,0.377,1.05,,,,
apple,9,8,66,7,0,2,43,43,43,29.2,3944.6,3944.6,3944.6,28795.5,28795.5,28795.5,43,43,3944.6,3944.6,28795.5,28795.5,7,7,0,4,172.8,172.8,172.8,175.7,175.7,,,2.263,0.124,0.37,0.279,0.033,NA,,,,
apple,9,9,66,7,2,1,12,327,831.5,75.5,2846.3,43291.2,76708.5,53723.6,553941.8,732273.5,327,831.5,2846.3,76708.5,53723.6,732273.5,3,107,0,5,379.7,3390.3,4508.8,10.1,1816.7,,,0.632,0.945,0.956,0.613,0.851,0.898,,,,
apple,9,10,66,9,0,2,161.5,161.5,161.5,19.7,9995.1,9995.1,9995.1,49226,49226,49226,161.5,161.5,9995.1,9995.1,49226,49226,24,24,0,21,320.6,320.6,320.6,169.8,169.8,,,13.458,0.494,0.261,0.844,0.071,NA,,,,
apple,9,11,66,9,2,1,72,315,658,68.8,15562.2,40444.9,63867.1,267669.7,500218.2,629323.9,315,658,15562.2,63867.1,267669.7,629323.9,5,80,1,30,1485.3,3010.6,3808.5,411.5,1636.8,,,6,0.963,0.911,3.912,0.845,0.875,,,,
apple,9,12,66,11,0,2,108,108,108,24.5,8312.7,8312.7,8312.7,50915,50915,50915,108,108,8312.7,8312.7,50915,50915,12,12,1,22,328.8,328.8,328.8,166.5,166.5,,,1.5,0.343,0.356,0.221,0.086,NA,,,,
apple,9,13,66,11,3,1,28.5,243,478,59.5,5327.4,24882.7,39992.2,79244.4,232548.5,310739.2,243,478,5327.4,39992.2,79244.4,310739.2,1,63,0,5,481.7,1525.3,1994.4,191.2,1058.8,,,0.396,0.771,0.865,0.324,0.524,0.777,,,,
apple,9,14,66,13,0,2,130,130,130,18.5,7555.5,7555.5,7555.5,34944.3,34944.3,34944.3,130,130,7555.5,7555.5,34944.3,34944.3,20,20,0,10,214.1,214.1,214.1,94.6,94.6,,,4.561,0.535,0.311,0.444,0.107,NA,,,,
apple,9,15,66,13,0,2,105,105,105,22.9,7554,7554,7554,43246.4,43246.4,43246.4,105,105,7554,7554,43246.4,43246.4,15,15,0,11,255,255,255,144.2,144.2,,,3.684,0.432,0.385,0.529,0.128,NA,,,,
apple,9,16,66,13,1,1,53,214.5,214.5,43.4,7226.3,19555.3,19555.3,78405.3,153304.1,153304.1,214.5,214.5,7226.3,19555.3,78405.3,153304.1,5,27,0,10,474.7,1043.6,1043.6,183.8,628.8,,,1.86,0.883,0.729,0.985,0.523,0.313,,,,
apple,9,17,66,16,0,1,161.5,161.5,161.5,24.3,12329,12329,12329,74898.8,74898.8,74898.8,161.5,161.5,12329,12329,74898.8,74898.8,22,22,1,25,568.9,568.9,568.9,445,445,,,3.047,0.753,0.56,1.198,0.545,NA,,,,
apple,10,1,78,0,5,1,86,335,1427.5,100.8,27233.8,62865.2,164433.7,686292.7,1110386,1991149.5,335,1427.5,27233.8,164433.7,686292.7,1991149.5,0,182,3,4,5293.1,8371.2,14769.6,1,3792.1,,,NA,NA,NA,NA,NA,1.005,,,,
apple,10,2,78,1,0,2,143,143,143,34.2,15364.3,15364.3,15364.3,131364.5,131364.5,131364.5,143,143,15364.3,15364.3,131364.5,131364.5,17,17,2,26,823.6,823.6,823.6,232.1,232.1,,,1.663,0.427,0.339,0.156,0.056,NA,,,,
apple,10,3,78,1,0,2,187,187,187,30.8,18094.3,18094.3,18094.3,139326.2,139326.2,139326.2,187,187,18094.3,18094.3,139326.2,139326.2,25,25,1,30,967.9,967.9,967.9,343.8,343.8,,,2.174,0.558,0.306,0.183,0.066,NA,,,,
apple,10,4,78,1,0,2,209,209,209,44.6,29284,29284,29284,326517.1,326517.1,326517.1,209,209,29284,29284,326517.1,326517.1,28,28,9,43,2197.9,2197.9,2197.9,969.5,969.5,,,2.43,0.624,0.442,0.415,0.149,NA,,,,
apple,10,5,78,1,1,2,85,123.5,123.5,50,13351.8,16919.9,16919.9,166897.1,193211.6,193211.6,123.5,123.5,13351.8,16919.9,166897.1,193211.6,12,17,1,13,1085.9,1326.1,1326.1,666.5,924.3,,,0.988,0.369,0.496,0.205,0.09,0.348,,,,
apple,10,6,78,5,0,3,38.5,38.5,38.5,29.5,3568.1,3568.1,3568.1,26314.5,26314.5,26314.5,38.5,38.5,3568.1,3568.1,26314.5,26314.5,5,5,2,6,240.2,240.2,240.2,257.8,257.8,,,0.453,0.312,0.59,0.221,0.181,NA,,,,
apple,10,7,78,1,4,1,67,249,679,60,12629.2,35631.4,57537.4,189438,424093.3,514437.4,249,679,12629.2,57537.4,189438,514437.4,4,95,2,31,1542.8,3078.1,4161,92.7,1321.4,,,0.779,0.743,0.595,0.291,0.282,0.949,,,,
apple,10,8,78,7,0,2,164,164,164,17.2,8861.8,8861.8,8861.8,38105.8,38105.8,38105.8,164,164,8861.8,8861.8,38105.8,38105.8,20,20,2,19,349.1,349.1,349.1,171.7,171.7,,,2.448,0.659,0.287,0.226,0.084,NA,,,,
apple,10,9,78,7,0,2,131,131,131,16.3,6708.2,6708.2,6708.2,27336.1,27336.1,27336.1,131,131,6708.2,6708.2,27336.1,27336.1,18,18,1,14,344.7,344.7,344.7,149.5,149.5,,,1.955,0.526,0.272,0.223,0.083,NA,,,,
apple,10,10,78,7,1,1,25,182,279,49.4,3879.9,23002.2,26902.8,47916.4,234655.3,247137.2,182,279,3879.9,26902.8,47916.4,247137.2,4,40,0,7,416.1,1535.3,1670.2,201.2,788.8,,,0.373,0.731,0.823,0.27,0.401,0.867,,,,
apple,10,11,78,7,0,2,38,38,38,20.4,2435.4,2435.4,2435.4,12420.3,12420.3,12420.3,38,38,2435.4,2435.4,12420.3,12420.3,13,13,2,11,254.2,254.2,254.2,118.7,118.7,,,0.567,0.153,0.34,0.165,0.061,NA,,,,
apple,10,12,78,10,2,1,28,157,254,46,4046.4,19122.3,23022.9,46533.3,186738.9,199220.8,157,254,4046.4,23022.9,46533.3,199220.8,0,36,1,14,375.1,1119.2,1254.1,0.4,587.6,,,1.12,0.863,0.931,0.901,0.751,0.731,,,,
apple,10,13,78,12,0,2,97,97,97,12.8,3900.6,3900.6,3900.6,12481.9,12481.9,12481.9,97,97,3900.6,3900.6,12481.9,12481.9,17,17,1,13,134.9,134.9,134.9,70.5,70.5,,,3.464,0.618,0.278,0.36,0.108,NA,,,,
apple,10,14,78,12,0,1,129,129,129,37.2,15075.9,15075.9,15075.9,140205.6,140205.6,140205.6,129,129,15075.9,15075.9,140205.6,140205.6,19,19,1,22,744.1,744.1,744.1,516.7,516.7,,,4.607,0.822,0.809,1.984,0.593,NA,,,,
apple,11,1,78,0,5,1,86.5,344,1132,87.5,23777.9,56493.8,131435.5,520142.2,882152.2,1490612.3,344,1132,23777.9,131435.5,520142.2,1490612.3,0,136,0,5,3786.5,6101.9,9670.3,0,3337.8,,,NA,NA,NA,NA,NA,1.145,,,,
apple,11,2,78,1,0,2,176.5,176.5,176.5,43.1,23898.6,23898.6,23898.6,257507.1,257507.1,257507.1,176.5,176.5,23898.6,23898.6,257507.1,257507.1,22,22,4,30,1464.2,1464.2,1464.2,1037.1,1037.1,,,2.04,0.513,0.493,0.387,0.151,NA,,,,
apple,11,3,78,1,0,2,107,107,107,31.4,10555.1,10555.1,10555.1,82857.7,82857.7,82857.7,107,107,10555.1,10555.1,82857.7,82857.7,12,12,0,13,497,497,497,310.9,310.9,,,1.237,0.311,0.359,0.131,0.051,NA,,,,
apple,11,4,78,1,1,2,82.5,125.5,125.5,33,8553,11160.2,11160.2,70562.1,83141.9,83141.9,125.5,125.5,8553,11160.2,70562.1,83141.9,10,13,0,11,337,425.7,425.7,271.6,386,,,0.954,0.365,0.377,0.089,0.044,0.342,,,,
apple,11,5,78,1,0,2,158,158,158,28.5,14146.6,14146.6,14146.6,100794.5,100794.5,100794.5,158,158,14146.6,14146.6,100794.5,100794.5,25,25,0,19,544.7,544.7,544.7,266.4,266.4,,,1.827,0.459,0.326,0.144,0.056,NA,,,,
apple,11,6,78,1,2,1,50,257.5,478.5,63.4,9958.8,32715.9,47897.1,157847.8,362010,446168.9,257.5,478.5,9958.8,47897.1,157847.8,446168.9,2,64,2,21,932.7,2315.4,2952.2,122,1337.4,,,0.578,0.749,0.725,0.246,0.305,0.652,,,,
apple,11,7,78,6,0,2,132,132,132,24,9952.6,9952.6,9952.6,59715.4,59715.4,59715.4,132,132,9952.6,9952.6,59715.4,59715.4,26,26,3,17,484.4,484.4,484.4,298.1,298.1,,,2.64,0.513,0.379,0.519,0.164,NA,,,,
apple,11,8,78,6,2,1,50.5,207.5,296.5,45.2,7171,22757.1,27985.7,81032.3,204162.2,228605.7,207.5,296.5,7171,27985.7,81032.3,228605.7,2,36,0,11,567.3,1382.7,1535.1,187.7,917.3,,,1.01,0.806,0.713,0.608,0.52,0.66,,,,
apple,11,9,78,8,0,2,89,89,89,18.7,5228.6,5228.6,5228.6,24443.5,24443.5,24443.5,89,89,5228.6,5228.6,24443.5,24443.5,16,16,0,13,152.4,152.4,152.4,112.4,112.4,,,1.762,0.429,0.414,0.269,0.099,NA,,,,
apple,11,10,78,8,0,1,157,157,157,31.6,15586.1,15586.1,15586.1,123129.9,123129.9,123129.9,157,157,15586.1,15586.1,123129.9,123129.9,18,18,3,31,815.4,815.4,815.4,617.2,617.2,,,3.109,0.757,0.699,1.437,0.531,NA,,,,
apple,11,11,78,4,0,3,43,43,43,19.3,2607.2,2607.2,2607.2,12579.8,12579.8,12579.8,43,43,2607.2,2607.2,12579.8,12579.8,3,3,2,7,88.7,88.7,88.7,114.4,114.4,,,0.521,0.343,0.585,0.263,0.208,NA,,,,
apple,12,1,80,0,2,1,56,215,478,55.3,9728.9,24086.6,42675.6,134501.8,239702.2,352110.6,215,478,9728.9,42675.6,134501.8,352110.6,1,39,0,4,895.8,1438,2114.5,74.8,903.1,,,NA,NA,NA,NA,NA,0.833,,,,
apple,12,2,80,1,1,2,55,126,126,34.2,5909.3,10704.9,10704.9,50524.8,76301.4,76301.4,126,126,5909.3,10704.9,50524.8,76301.4,6,14,0,15,349.5,489.2,489.2,346.3,414.7,,,0.982,0.586,0.618,0.39,0.231,0.395,,,,
apple,12,3,80,2,0,3,71,71,71,21.5,4795.6,4795.6,4795.6,25776.6,25776.6,25776.6,71,71,4795.6,4795.6,25776.6,25776.6,8,8,0,17,139.7,139.7,139.7,68.4,68.4,,,1.291,0.563,0.629,0.4,0.286,NA,,,,
apple,12,4,80,1,3,1,30,159,296,37.1,3496.6,14357.7,22241.8,32430.9,105200.4,141307.4,159,296,3496.6,22241.8,32430.9,141307.4,2,24,0,5,198,542.2,729.5,7.5,413.6,,,0.536,0.74,0.671,0.221,0.345,1.008,,,,
apple,12,5,80,4,0,2,81,81,81,18.4,4682.2,4682.2,4682.2,21538.3,21538.3,21538.3,81,81,4682.2,4682.2,21538.3,21538.3,5,5,1,18,110.2,110.2,110.2,49.5,49.5,,,2.7,0.509,0.496,0.557,0.151,NA,,,,
apple,12,6,80,4,0,2,56,56,56,18.2,3201.9,3201.9,3201.9,14568.7,14568.7,14568.7,56,56,3201.9,3201.9,14568.7,14568.7,6,6,0,11,77.1,77.1,77.1,75.1,75.1,,,1.867,0.352,0.491,0.389,0.106,NA,,,,
apple,12,7,80,4,0,1,129,129,129,26.8,10861.1,10861.1,10861.1,72769.5,72769.5,72769.5,129,129,10861.1,10861.1,72769.5,72769.5,11,11,8,24,344.2,344.2,344.2,281.5,281.5,,,4.3,0.811,0.722,1.738,0.472,NA,,,,
apple,13,1,,0,5,1,76,417,1914.5,135,32232.7,106868.5,261015.8,1087855,2569531.6,3989096.4,463,11055.5,32232.7,261015.8,1087855,3989096.4,5,233,0,2,7484.6,15996,25101.7,0,4518.3,,,NA,NA,NA,NA,NA,1.123,340,,55,
apple,13,2,,1,1,2,105,221.5,221.5,46.7,15404.8,24225.3,24225.3,179851,232994.5,232994.5,281.5,671,15404.8,24225.3,179851,232994.5,11,22,2,20,1134.7,1422.7,1422.7,528.3,614.5,,,1.382,0.608,0.346,0.152,0.057,0.266,60,,15,
apple,13,3,,2,0,3,116.5,116.5,116.5,24.1,8820.5,8820.5,8820.5,53143.5,53143.5,53143.5,176.5,566,8820.5,11644.8,53143.5,54555.6,11,11,18,14,288,288,288,86.2,86.2,,,1.11,0.627,0.516,0.254,0.202,NA,100,,25,
apple,13,4,,1,0,2,113,113,113,39.2,13916,13916,13916,136376.8,136376.8,136376.8,195,740,13916,17855.6,136376.8,138346.6,19,19,3,23,919.8,919.8,919.8,403.6,403.6,,,1.487,0.421,0.29,0.123,0.037,NA,330,,0,
apple,13,5,,1,0,2,58,58,58,40.8,7434.3,7434.3,7434.3,75829.5,75829.5,75829.5,58,411,7434.3,9652.3,75829.5,76938.5,6,6,3,19,679.8,679.8,679.8,0,0,,,0.763,0.125,0.302,0.091,0.027,NA,230,,30,
