species,tree,branch,date,parent,no_daughters,order,length_cm,path_length,tot_length,diameter_mm,area,path_area,tot_area,volume,path_volume,tot_volume,path_length_plus,tot_length_plus,area_plus,tot_area_plus,volume_plus,tot_volume_plus,no_twigs,tot_no_twigs,no_spurs,no_scars,stem_m,path_stem_m,tot_stem_m,twig_m,tot_twig_m,leaf_m,flower_m,length_ratio,path_ratio,diameter_ratio,mass_ratio,summass_ratio,area_ratio,bearing,opp_length_cm,declination,root_dia
cherry,1,23,76,2,2,2,46.5,456.5,1534,80,11686.7,59766.1,135074.8,233734.5,909142.7,1405441.4,456.5,1534,11686.7,135074.8,233734.5,1405441.4,0,223,0,8,1234.4,5138.8,7832.4,318.2,3289.5,,,0.823,0.89,0.808,0.541,0.621,0.969,,,,
cherry,1,24,76,23,0,3,36,36,36,29.3,3313.8,3313.8,3313.8,24273.2,24273.2,24273.2,36,36,3313.8,3313.8,24273.2,24273.2,3,3,3,4,119.4,119.4,119.4,93.8,93.8,,,0.774,0.079,0.366,0.097,0.015,NA,,,,
cherry,1,25,76,23,2,2,114,410,1451.5,73.1,26180.1,48079.4,120074.3,478442.2,675408.2,1147433.7,410,1451.5,26180.1,120074.3,478442.2,1147433.7,5,220,1,14,2844,3904.4,6478.6,277.6,2877.5,,,2.452,0.898,0.914,2.304,0.827,0.994,,,,
cherry,1,26,76,25,2,3,84.5,296,651,46.9,12450.3,21899.3,39629,145979.6,196966,277408.4,296,651,12450.3,39629,145979.6,277408.4,15,111,0,2,732.1,1060.4,1627.2,203.2,1256.5,,,0.741,0.722,0.642,0.257,0.251,0.792,,,,
cherry,1,27,76,25,3,2,32,244.5,686.5,55.8,5609.6,24797.1,54265.2,78254.3,225247,391583.1,244.5,686.5,5609.6,54265.2,78254.3,391583.1,5,104,0,4,437.9,1140.6,2007.4,243.6,1343.4,,,0.281,0.596,0.763,0.154,0.31,0.666,,,,
cherry,1,28,76,27,2,3,45,212.5,392.5,31,4382.5,19187.5,30350.8,33964.5,146992.7,207166,212.5,392.5,4382.5,30350.8,33964.5,207166,13,65,2,1,180.8,702.7,1016.6,0,587.5,,,1.406,0.869,0.556,0.413,0.506,1.973,,,,
cherry,1,29,76,28,0,4,62,62,62,13.8,2687.9,2687.9,2687.9,9273.4,9273.4,9273.4,62,62,2687.9,2687.9,9273.4,9273.4,6,6,4,2,36.3,36.3,36.3,85.7,85.7,,,1.378,0.292,0.445,0.201,0.036,NA,,,,
cherry,1,30,76,28,2,3,47,167.5,285.5,41.3,6098.1,14805,23280.4,62963.4,113028.2,163928.1,167.5,285.5,6098.1,23280.4,62963.4,163928.1,4,46,2,3,151.6,521.9,799.5,35.9,501.8,,,1.044,0.788,1.332,0.838,0.786,0.773,,,,
cherry,1,31,76,30,0,4,120.5,120.5,120.5,23,8706.9,8706.9,8706.9,50064.8,50064.8,50064.8,120.5,120.5,8706.9,8706.9,50064.8,50064.8,17,17,5,2,370.3,370.3,370.3,329.7,329.7,,,2.564,0.719,0.557,2.443,0.463,NA,,,,
cherry,1,32,76,30,1,3,58,118,118,28.1,5120.2,8475.4,8475.4,35969.2,50899.9,50899.9,118,118,5120.2,8475.4,35969.2,50899.9,15,25,0,3,183.6,277.6,277.6,0,136.2,,,1.234,0.704,0.68,1.211,0.347,0.401,,,,
cherry,1,33,76,32,0,4,60,60,60,17.8,3355.2,3355.2,3355.2,14930.7,14930.7,14930.7,60,60,3355.2,3355.2,14930.7,14930.7,10,10,4,1,94,94,94,136.2,136.2,,,1.034,0.508,0.633,0.512,0.339,NA,,,,
cherry,1,34,89,26,0,4,116,116,116,13.5,4919.7,4919.7,4919.7,16604.1,16604.1,16604.1,116,116,4919.7,4919.7,16604.1,16604.1,23,23,1,4,108.9,108.9,108.9,150.3,150.3,,,1.373,0.392,0.288,0.149,0.067,NA,,,,
cherry,1,35,89,26,2,3,29.5,211.5,450.5,39.5,3660.7,9449,22259,36149.8,50986.4,114824.7,211.5,450.5,3660.7,22259,36149.8,114824.7,3,73,1,1,206.4,328.3,786.2,10.4,903,,,0.349,0.715,0.842,0.282,0.483,0.589,,,,
cherry,1,36,89,35,2,4,81,182,255,11.4,2900.9,5788.3,8311,8267.7,14836.6,21774,182,255,2900.9,8311,8267.7,21774,13,48,5,2,70.2,121.9,172.7,70.9,230.6,,,2.746,0.861,0.289,0.34,0.22,1.568,,,,
cherry,1,37,89,36,0,5,73,73,73,11,2522.7,2522.7,2522.7,6937.4,6937.4,6937.4,73,73,2522.7,2522.7,6937.4,6937.4,16,16,0,4,50.8,50.8,50.8,93,93,,,0.901,0.401,0.965,0.724,0.294,NA,,,,
cherry,1,38,89,36,0,5,101,101,101,9.1,2887.4,2887.4,2887.4,6568.9,6568.9,6568.9,101,101,2887.4,2887.4,6568.9,6568.9,19,19,1,2,51.7,51.7,51.7,66.7,66.7,,,1.247,0.555,0.798,0.736,0.299,NA,,,,
cherry,1,39,89,35,2,4,51,112.5,166,28.1,4502.2,6724.1,10287.3,31628.1,38016,56900.9,112.5,166,4502.2,10287.3,31628.1,56900.9,6,22,3,0,236.7,292,407.1,257.6,662,,,1.729,0.532,0.711,1.147,0.518,0.737,,,,
cherry,1,40,89,39,0,5,53.5,53.5,53.5,21.2,3563.2,3563.2,3563.2,18884.9,18884.9,18884.9,53.5,53.5,3563.2,3563.2,18884.9,18884.9,8,8,2,0,115.1,115.1,115.1,308.8,308.8,,,1.049,0.476,0.754,0.486,0.283,NA,,,,
cherry,1,41,89,39,0,5,61.5,61.5,61.5,11.5,2221.9,2221.9,2221.9,6387.9,6387.9,6387.9,61.5,61.5,2221.9,2221.9,6387.9,6387.9,8,8,5,1,55.3,55.3,55.3,95.6,95.6,,,1.206,0.547,0.409,0.234,0.136,NA,,,,
cherry,1,42,89,27,0,3,107,107,107,27.8,9345,9345,9345,64947.6,64947.6,64947.6,107,107,9345,9345,64947.6,64947.6,15,15,13,1,318.5,318.5,318.5,376.5,376.5,,,3.344,0.438,0.498,0.727,0.159,NA,,,,
cherry,1,43,89,27,0,3,155,155,155,18.4,8959.8,8959.8,8959.8,41215.2,41215.2,41215.2,155,155,8959.8,8959.8,41215.2,41215.2,19,19,6,3,234.4,234.4,234.4,135.8,135.8,,,4.844,0.634,0.33,0.535,0.117,NA,,,,
cherry,1,44,89,1,2,2,139,463.5,1561.5,121,52838.4,99102.9,214061.8,1598363,2234819.6,3671525.8,463.5,1561.5,52838.4,214061.8,1598363,3671525.8,1,212,1,13,8054.4,12030,21455.4,9.8,5848.6,,,1.635,0.87,0.651,0.74,0.389,0.973,120,,,
cherry,1,45,89,44,2,3,25,324.5,622,76,5969,46264.5,63729.1,113411.5,636456.6,722359.9,324.5,622,5969,63729.1,113411.5,722359.9,2,88,0,2,879.6,3975.6,4633.7,11.1,2068.7,,,0.18,0.572,0.628,0.109,0.216,1.043,,,,
cherry,1,46,89,45,0,4,55,55,55,11.3,1952.5,1952.5,1952.5,5515.8,5515.8,5515.8,55,55,1952.5,1952.5,5515.8,5515.8,11,11,1,0,34.4,34.4,34.4,73.3,73.3,,,2.2,0.169,0.149,0.039,0.007,NA,,,,
cherry,1,47,89,45,1,3,34,299.5,542,76.8,8203.3,40295.5,55807.6,157503.9,523045.1,603432.6,299.5,542,8203.3,55807.6,157503.9,603432.6,0,75,0,12,932.9,3096,3719.7,0,1984.3,,,1.36,0.923,1.011,1.061,0.803,0.476,,,,
cherry,1,48,89,47,2,4,123,265.5,508,53,20480,32092.2,47604.3,271360.6,365541.2,445928.7,265.5,508,20480,47604.3,271360.6,445928.7,18,75,1,5,1625.6,2163.1,2786.8,393.7,1984.3,,,3.618,0.886,0.69,1.743,0.749,0.835,,,,
cherry,1,49,89,48,0,5,101.5,101.5,101.5,18.9,6026.7,6026.7,6026.7,28476,28476,28476,101.5,101.5,6026.7,6026.7,28476,28476,15,15,5,3,252.1,252.1,252.1,377.2,377.2,,,0.825,0.382,0.357,0.155,0.09,NA,,,,
cherry,1,50,89,48,3,4,46.5,142.5,283.5,44.6,6515.3,11612.2,21097.6,72646.1,94180.6,146092.1,142.5,283.5,6515.3,21097.6,72646.1,146092.1,10,42,2,0,406.2,537.5,909.1,339.5,1213.4,,,0.378,0.537,0.842,0.25,0.326,0.61,,,,
cherry,1,51,89,50,0,5,68,68,68,18.1,3866.7,3866.7,3866.7,17496.7,17496.7,17496.7,68,68,3866.7,3866.7,17496.7,17496.7,8,8,10,3,116.9,116.9,116.9,180.2,180.2,,,1.462,0.477,0.406,0.288,0.129,NA,,,,
cherry,1,52,89,50,0,5,96,96,96,16.9,5096.9,5096.9,5096.9,21534.5,21534.5,21534.5,96,96,5096.9,5096.9,21534.5,21534.5,15,15,12,0,131.3,131.3,131.3,139,139,,,2.065,0.674,0.379,0.323,0.144,NA,,,,
cherry,1,53,89,50,0,4,73,73,73,24.5,5618.7,5618.7,5618.7,34414.8,34414.8,34414.8,73,73,5618.7,5618.7,34414.8,34414.8,9,9,9,9,254.7,254.7,254.7,554.7,554.7,,,1.57,0.512,0.549,0.627,0.28,NA,,,,
cherry,1,54,89,44,3,2,77.5,299,800.5,92,22399.6,60749.7,97494.3,515189.8,1119155.3,1350802.9,299,800.5,22399.6,97494.3,515189.8,1350802.9,6,123,0,15,3170.5,7094.5,8767.3,74.7,3770.1,,,0.558,0.755,0.76,0.394,0.409,0.858,,,,
cherry,1,55,89,54,0,3,41.5,41.5,41.5,17.7,2307.7,2307.7,2307.7,10211.4,10211.4,10211.4,41.5,41.5,2307.7,2307.7,10211.4,10211.4,9,9,0,1,69.4,69.4,69.4,167,167,,,0.535,0.097,0.192,0.022,0.008,NA,,,,
cherry,1,56,89,54,0,3,67.5,67.5,67.5,17.5,3711,3711,3711,16235.7,16235.7,16235.7,67.5,67.5,3711,3711,16235.7,16235.7,11,11,2,6,141.3,141.3,141.3,129.7,129.7,,,0.871,0.158,0.19,0.045,0.016,NA,,,,
cherry,1,57,89,54,2,2,73,221.5,614,81.5,18690.9,38350.1,69076,380827.2,603965.5,809166,221.5,614,18690.9,69076,380827.2,809166,13,97,0,14,2529.1,3924,5386.1,334.2,3398.7,,,0.942,0.819,0.886,0.798,0.614,0.772,,,,
cherry,1,58,89,57,0,3,107,107,107,27.8,9345,9345,9345,64947.6,64947.6,64947.6,107,107,9345,9345,64947.6,64947.6,15,15,3,6,561.9,561.9,561.9,968.3,968.3,,,1.466,0.305,0.341,0.222,0.104,NA,,,,
cherry,1,59,89,57,1,3,13.5,148.5,434,66,2799.2,19659.2,41040.1,46186.1,223138.3,363391.2,148.5,434,2799.2,41040.1,46186.1,363391.2,0,69,0,3,0,1394.9,2295.1,0,2096.2,,,0.185,0.792,0.81,0,0.426,0.097,,,,
cherry,1,60,89,59,1,4,129.5,129.5,129.5,20.6,8380.8,8380.8,8380.8,43161.3,43161.3,43161.3,129.5,129.5,8380.8,8380.8,43161.3,43161.3,16,16,16,2,363.8,363.8,363.8,576.8,576.8,,,9.593,0.951,0.312,Inf,1,7.469,,,,
cherry,1,61,89,59,3,4,33,135,291,56.3,5836.8,16860,29860.1,82152.5,176952.2,274043.8,135,291,5836.8,29860.1,82152.5,274043.8,4,53,0,6,838.2,1394.9,1931.3,27.8,1519.4,,,0.255,0.51,2.733,2.304,0.841,0.98,,,,
cherry,1,62,89,61,0,5,62,62,62,18,3506,3506,3506,15777.1,15777.1,15777.1,62,62,3506,3506,15777.1,15777.1,8,8,0,1,75.1,75.1,75.1,129.1,129.1,,,1.879,0.459,0.32,0.09,0.039,NA,,,,
cherry,1,63,89,61,2,5,27.5,65,94,40,3455.8,6059.4,9494.1,34557.5,48942.4,81314.5,65,94,3455.8,9494.1,34557.5,81314.5,2,17,0,2,204.2,291.1,461.3,21.9,262.9,,,0.833,0.481,0.71,0.244,0.239,1.194,,,,
cherry,1,64,89,63,0,6,29,29,29,37.7,3434.7,3434.7,3434.7,32372.1,32372.1,32372.1,29,29,3434.7,3434.7,32372.1,32372.1,7,7,1,1,170.2,170.2,170.2,0,0,,,1.055,0.446,0.943,0.833,0.369,NA,,,,
cherry,1,65,89,63,0,6,37.5,37.5,37.5,22.1,2603.6,2603.6,2603.6,14384.9,14384.9,14384.9,37.5,37.5,2603.6,2603.6,14384.9,14384.9,8,8,0,3,86.9,86.9,86.9,241,241,,,1.364,0.577,0.552,0.426,0.188,NA,,,,
cherry,1,66,89,61,0,4,102,102,102,34.4,11023.2,11023.2,11023.2,94799.7,94799.7,94799.7,102,102,11023.2,11023.2,94799.7,94799.7,24,24,1,6,556.7,556.7,556.7,1099.6,1099.6,,,3.091,0.756,0.611,0.664,0.288,NA,,,,
cherry,7,1,108,0,4,1,84,366,1388,159,41959.1,101299.3,233153.3,1667874.7,2767078.6,4931305.2,366,1388,41959.1,233153.3,1667874.7,4931305.2,3,220,3,11,7711.1,12664.1,24882.6,2.6,2314.51,,,NA,NA,NA,NA,NA,1.534,,,,170
cherry,7,2,108,1,2,2,70,243,264.5,85,18692.5,33858.6,35810.6,397215.1,597772.1,611875.5,243,264.5,18692.5,35810.6,397215.1,611875.5,5,34,0,10,2654.7,3916.6,4006.9,49,203.8,,,0.833,0.664,0.535,0.344,0.161,1.187,340,,,
cherry,7,3,108,2,0,3,21.5,21.5,21.5,28.9,1952,1952,1952,14103.4,14103.4,14103.4,21.5,21.5,1952,1952,14103.4,14103.4,5,5,0,4,90.3,90.3,90.3,7.5,7.5,,,0.307,0.088,0.34,0.034,0.023,NA,,,,
cherry,7,4,108,2,1,2,28,173,173,88,7740.9,15166.1,15166.1,170299.5,200557,200557,173,173,7740.9,15166.1,170299.5,200557,6,24,0,7,1037.2,1261.9,1261.9,28.9,147.3,,,0.4,0.712,1.035,0.391,0.315,0.034,,,,
cherry,7,5,108,4,0,3,145,145,145,16.3,7425.2,7425.2,7425.2,30257.5,30257.5,30257.5,145,145,7425.2,7425.2,30257.5,30257.5,18,18,9,5,224.7,224.7,224.7,118.4,118.4,,,5.179,0.838,0.185,0.217,0.178,NA,,,,
cherry,7,6,108,1,3,2,82,282,708,95,24473,59340.2,94560.4,581233.9,1099203.9,1418501.9,282,708,24473,94560.4,581233.9,1418501.9,19,97,2,12,3165.7,4953,6971.7,172.7,1257.21,,,0.976,0.77,0.597,0.411,0.28,1.024,210,,,
cherry,7,7,108,6,0,3,64.5,64.5,64.5,20.4,4133.7,4133.7,4133.7,21081.9,21081.9,21081.9,64.5,64.5,4133.7,4133.7,21081.9,21081.9,6,6,0,13,102.3,102.3,102.3,45.3,45.3,,,0.787,0.229,0.215,0.032,0.015,NA,,,,
cherry,7,8,108,6,3,3,62,200,489.5,55.5,10810.2,34867.2,52661.3,149991.8,517970,615831.3,200,489.5,10810.2,52661.3,149991.8,615831.3,5,63,3,7,826.5,1787.3,2327.2,43.5,686.81,,,0.756,0.709,0.584,0.261,0.334,2.157,,,,
cherry,7,9,108,8,0,4,59,59,59,11.6,2150.1,2150.1,2150.1,6235.3,6235.3,6235.3,59,59,2150.1,2150.1,6235.3,6235.3,10,10,6,1,42.3,42.3,42.3,81.8,81.8,,,0.952,0.295,0.209,0.051,0.018,NA,,,,
cherry,7,10,108,8,0,4,92.5,92.5,92.5,24.1,7003.4,7003.4,7003.4,42195.5,42195.5,42195.5,92.5,92.5,7003.4,7003.4,42195.5,42195.5,10,10,2,13,220,220,220,100.21,100.21,,,1.492,0.462,0.434,0.266,0.095,NA,,,,
cherry,7,11,108,8,3,4,56,138,276,77,13546.5,24057,32697.6,260771,367978.2,417408.7,138,276,13546.5,32697.6,260771,417408.7,6,38,1,8,533.2,960.8,1238.4,33.4,461.3,,,0.903,0.69,1.387,0.645,0.532,0.444,,,,
cherry,7,12,108,11,0,5,75,75,75,12.9,3039.5,3039.5,3039.5,9802.4,9802.4,9802.4,75,75,3039.5,3039.5,9802.4,9802.4,9,9,4,0,52.6,52.6,52.6,52.8,52.8,,,1.339,0.543,0.168,0.099,0.042,NA,,,,
cherry,7,13,108,11,0,5,63,63,63,28.3,5601.1,5601.1,5601.1,39628.1,39628.1,39628.1,63,63,5601.1,5601.1,39628.1,39628.1,13,13,0,4,225,225,225,110.2,110.2,,,1.125,0.457,0.368,0.422,0.182,NA,,,,
cherry,7,14,108,11,0,5,82,82,82,40.8,10510.5,10510.5,10510.5,107207.2,107207.2,107207.2,82,82,10510.5,10510.5,107207.2,107207.2,10,10,1,3,427.6,427.6,427.6,264.9,264.9,,,1.464,0.594,0.53,0.802,0.345,NA,,,,
cherry,7,20,108,6,1,2,17,72,72,75.8,4048.3,13292.4,13292.4,76714.5,200354.8,200354.8,72,72,4048.3,13292.4,76714.5,200354.8,3,9,0,3,409.6,1376.5,1376.5,9.1,352.4,,,0.207,0.255,0.798,0.129,0.197,0.498,,,,
cherry,7,15,108,20,0,3,55,55,55,53.5,9244.1,9244.1,9244.1,123640.3,123640.3,123640.3,55,55,9244.1,9244.1,123640.3,123640.3,6,6,1,10,966.9,966.9,966.9,343.3,343.3,,,3.235,0.764,0.706,2.361,0.702,NA,,,,
cherry,7,16,108,1,0,2,35,35,35,87.5,9621.1,9621.1,9621.1,210462.2,210462.2,210462.2,35,35,9621.1,9621.1,210462.2,210462.2,25,25,0,5,1227.2,1227.2,1227.2,104.4,104.4,,,0.417,0.096,0.55,0.159,0.049,NA,130,,,
cherry,7,17,108,1,2,2,49,253.5,296.5,122,18780.4,38503.8,51202.1,572803.4,724180.4,1022590.9,253.5,296.5,18780.4,51202.1,572803.4,1022590.9,12,61,0,4,2390.5,3329.7,4965.7,60.1,746.5,,,0.583,0.693,0.767,0.31,0.2,0.657,55,,,
cherry,7,18,108,17,0,3,204.5,204.5,204.5,30.7,19723.4,19723.4,19723.4,151377,151377,151377,204.5,204.5,19723.4,19723.4,151377,151377,29,29,1,4,939.2,939.2,939.2,503.5,503.5,,,4.173,0.807,0.252,0.393,0.189,NA,,,,
cherry,7,19,108,17,0,2,43,43,43,94,12698.3,12698.3,12698.3,298410.5,298410.5,298410.5,43,43,12698.3,12698.3,298410.5,298410.5,20,20,1,6,1636,1636,1636,182.9,182.9,,,0.878,0.17,0.77,0.684,0.329,NA,,,,
cherry,10,1,117,0,3,1,90.5,683,2858,203,57715.8,173470.6,501853.2,2929075.3,5407192.2,10740470.8,683,2858,57715.8,501853.2,2929075.3,10740470.8,0,519,0,4,12700.6,26937.5,59340.9,0,13594.6,0,0,NA,NA,NA,NA,NA,1.127,,,,199
cherry,10,2,117,1,2,2,37.5,592.5,1563,156,18378.3,115754.8,246095.4,716754.4,2478116.9,4435463.2,592.5,1563,18378.3,246095.4,716754.4,4435463.2,1,292,0,2,3125.2,14236.9,26084.9,0,7847.7,,,0.414,0.867,0.768,0.246,0.475,0.907,250,,,
cherry,10,3,159,2,2,3,189,555,1148,94,55813.5,97376.5,159517.9,1311618.1,1761362.5,2384073.6,555,1148,55813.5,159517.9,1311618.1,2384073.6,25,224,3,18,8526.9,11111.7,15089,424.4,6502.9,350.9,13.4,5.04,0.937,0.603,2.728,0.578,1.074,,,,
cherry,10,4,117,2,2,3,29.5,207.5,377.5,115,10657.9,44807.3,68199.2,306413.3,1047985.6,1334635.2,207.5,377.5,10657.9,68199.2,306413.3,1334635.2,7,67,0,6,1556.3,6373.5,7870.7,96.6,1344.8,14.7,9.4,0.787,0.35,0.737,0.498,0.302,0.904,,,,
cherry,10,5,117,4,0,4,107,107,107,32.2,10824,10824,10824,87133.5,87133.5,87133.5,107,107,10824,10824,87133.5,87133.5,13,13,0,10,437.5,437.5,437.5,280.8,280.8,12.7,21.1,3.627,0.516,0.28,0.281,0.056,NA,,,,
cherry,10,6,117,4,2,3,81,178,241,104.5,26592,34149.4,46717.3,694716.3,741572.3,941088.4,178,241,26592,46717.3,694716.3,941088.4,21,47,3,25,4551.6,4817.2,5876.9,123.5,967.4,40.1,9.3,2.746,0.858,0.909,2.925,0.747,0.426,,,,
cherry,10,7,117,6,0,4,63,63,63,63.5,12567.9,12567.9,12567.9,199516.1,199516.1,199516.1,63,63,12567.9,12567.9,199516.1,199516.1,11,11,0,5,1059.7,1059.7,1059.7,581.6,581.6,11.4,12.9,0.778,0.354,0.608,0.233,0.18,NA,,,,
cherry,10,8,117,6,0,4,97,97,97,24.8,7557.4,7557.4,7557.4,46856,46856,46856,97,97,7557.4,7557.4,46856,46856,15,15,1,1,265.6,265.6,265.6,262.3,262.3,28.7,33.7,1.198,0.545,0.237,0.058,0.045,NA,,,,
cherry,10,9,117,1,2,2,47,387,1042,111,16389.7,84894.5,164290.5,454813.9,1858032.5,2700956,387,1042,16389.7,164290.5,454813.9,2700956,3,192,0,3,2931.8,10781.7,15578.6,1.3,5377.1,0,0,0.519,0.567,0.547,0.231,0.284,0.994,160,,,
cherry,10,10,117,9,1,3,85,222.5,222.5,59.2,15808.5,36837.5,36837.5,233965.7,491578.9,491578.9,222.5,222.5,15808.5,36837.5,233965.7,491578.9,17,48,1,18,1504.1,2481.1,2481.1,209.2,648.2,57.8,21.2,1.809,0.575,0.533,0.513,0.159,0.829,,,,
cherry,10,11,117,10,1,3,50,137.5,137.5,53.9,8466.6,21029,21029,114087.3,257613.2,257613.2,137.5,137.5,8466.6,21029,114087.3,257613.2,10,31,3,8,510.5,977,977,47.1,439,14.1,5.1,0.588,0.618,0.91,0.339,0.394,0.719,,,,
cherry,10,12,117,11,0,3,87.5,87.5,87.5,45.7,12562.4,12562.4,12562.4,143525.9,143525.9,143525.9,87.5,87.5,12562.4,12562.4,143525.9,143525.9,21,21,0,9,466.5,466.5,466.5,391.9,391.9,19,18.3,1.75,0.636,0.848,0.914,0.477,NA,,,,
cherry,10,13,117,9,3,2,146,340,772.5,93.5,42885.9,68504.8,111063.3,1002457.5,1403218.6,1754563.2,340,772.5,42885.9,111063.3,1002457.5,1754563.2,12,141,1,14,5652,7849.9,10165.7,123.1,4727.6,76.7,6.6,3.106,0.879,0.842,1.928,0.653,1.292,,,,
cherry,10,14,117,1,2,2,65,152,162.5,99,20216.1,30574.9,33751.5,500349.7,598499.1,674976.3,152,162.5,20216.1,33751.5,500349.7,674976.3,10,35,6,16,3629.5,4185,4976.8,66.4,369.8,21,7,0.718,0.223,0.488,0,0.01,1.093,80,,,
cherry,10,15,117,14,0,3,87,87,87,37.9,10358.8,10358.8,10358.8,98149.4,98149.4,98149.4,87,87,10358.8,10358.8,98149.4,98149.4,22,22,1,13,555.5,555.5,555.5,269.6,269.6,34.6,3.5,1.338,0.572,0.383,Inf,1,NA,,,,
cherry,10,16,135,14,0,2,10.5,10.5,10.5,96.3,3176.6,3176.6,3176.6,76477.2,76477.2,76477.2,10.5,10.5,3176.6,3176.6,76477.2,76477.2,3,3,1,6,791.8,791.8,791.8,33.8,33.8,9.6,1.1,0.162,0.069,0.973,NA,0,NA,,,,
cherry,10,17,135,13,0,3,98,98,98,19.9,6126.7,6126.7,6126.7,30480.5,30480.5,30480.5,98,98,6126.7,6126.7,30480.5,30480.5,21,21,1,5,194.8,194.8,194.8,149.1,149.1,28.6,8.2,0.671,0.288,0.213,0.034,0.019,NA,,,,
cherry,10,18,135,13,0,3,91,91,91,36,10291.9,10291.9,10291.9,92626.7,92626.7,92626.7,91,91,10291.9,10291.9,92626.7,92626.7,19,19,1,0,696,696,696,1227.3,1227.3,246.3,149.7,0.623,0.268,0.385,0.123,0.068,NA,,,,
cherry,10,19,135,13,2,2,28.5,194,437.5,98,8774.5,25618.9,51758.8,214974.5,400761.1,628998.5,194,437.5,8774.5,51758.8,214974.5,628998.5,2,89,0,3,1037.7,2197.9,3622.9,11.4,3228.1,7.1,1.2,0.195,0.571,1.048,0.184,0.356,0.51,,,,
cherry,10,20,135,19,0,3,112,112,112,32.4,11400.2,11400.2,11400.2,92341.7,92341.7,92341.7,112,112,11400.2,11400.2,92341.7,92341.7,21,21,6,0,679.9,679.9,679.9,878.2,878.2,189.4,150.5,3.93,0.577,0.331,0.655,0.188,NA,,,,
cherry,10,21,135,19,2,2,48,165.5,297,62,9349.4,16844.4,31584.1,144915.4,185786.6,321682.3,165.5,297,9349.4,31584.1,144915.4,321682.3,9,66,0,3,863.8,1160.2,1905.3,585.1,2338.5,69,21.5,1.684,0.853,0.633,0.832,0.526,0.595,,,,
cherry,10,22,135,21,2,3,35,117.5,134.5,28.8,3166.7,7495,8493.7,22800.4,40871.2,45540.2,117.5,134.5,3166.7,8493.7,22800.4,45540.2,6,31,0,1,148,296.4,326.5,39.2,462.2,1,0.6,0.729,0.71,0.465,0.171,0.171,0.758,,,,
cherry,10,23,135,22,0,4,82.5,82.5,82.5,16.7,4328.3,4328.3,4328.3,18070.8,18070.8,18070.8,82.5,82.5,4328.3,4328.3,18070.8,18070.8,21,21,5,3,148.4,148.4,148.4,217,217,38.3,35.5,2.357,0.702,0.58,1.003,0.455,NA,,,,
cherry,10,24,135,22,0,4,17,17,17,18.7,998.7,998.7,998.7,4669,4669,4669,17,17,998.7,998.7,4669,4669,4,4,0,0,30.1,30.1,30.1,206,206,27.2,17.3,0.486,0.145,0.649,0.203,0.092,NA,,,,
cherry,10,25,135,21,0,4,114.5,114.5,114.5,38.2,13741,13741,13741,131226.7,131226.7,131226.7,114.5,114.5,13741,13741,131226.7,131226.7,26,26,7,0,715,715,715,1291.2,1291.2,125.5,98.8,2.385,0.692,0.616,0.828,0.375,NA,,,,
cherry,10,26,152,3,3,4,48,366,513.5,64.7,9756.5,41563,53572.4,157811.9,449744.4,537112.6,366,513.5,9756.5,53572.4,157811.9,537112.6,4,104,2,2,955.1,2584.8,3132.6,61.1,2893.3,0,0,0.254,0.659,0.688,0.112,0.208,1.04,,,,
cherry,10,27,152,26,0,5,106,106,106,31.6,10523.1,10523.1,10523.1,83132.3,83132.3,83132.3,106,106,10523.1,10523.1,83132.3,83132.3,16,16,7,0,529.3,529.3,529.3,589.9,589.9,281.8,157.8,2.208,0.29,0.488,0.554,0.169,NA,,,,
cherry,10,28,152,26,1,4,63,318,318,56.8,11241.9,31806.5,31806.5,159634.6,291932.5,291932.5,318,318,11241.9,31806.5,159634.6,291932.5,13,74,4,,835.9,1629.7,1629.7,694.5,2195.9,149.2,39.6,1.312,0.869,0.878,0.875,0.52,0.18,,,,
cherry,10,29,152,28,1,5,101,255,255,24.1,7647,20564.6,20564.6,46072.9,132297.9,132297.9,255,255,7647,20564.6,46072.9,132297.9,27,61,5,0,265.6,793.8,793.8,389.6,1501.4,76.3,19.2,1.603,0.802,0.424,0.318,0.487,1.227,,,,
cherry,10,30,152,29,0,4,154,154,154,26.7,12917.6,12917.6,12917.6,86225,86225,86225,154,154,12917.6,12917.6,86225,86225,34,34,16,0,528.2,528.2,528.2,1111.8,1111.8,318.4,103.1,1.525,0.604,1.108,1.989,0.665,NA,,,,
cherry,10,31,152,26,0,5,41.5,41.5,41.5,11.4,1486.3,1486.3,1486.3,4235.9,4235.9,4235.9,41.5,41.5,1486.3,1486.3,4235.9,4235.9,10,10,1,0,18.5,18.5,18.5,46.4,46.4,24.3,4.8,0.865,0.113,0.176,0.019,0.006,NA,,,,
cherry,10,32,159,3,2,3,50,207,445.5,72.8,11435.4,27818.8,50132,208124.2,350142,535342.9,207,445.5,11435.4,50132,208124.2,535342.9,11,95,1,2,1353.7,2121.9,3429.5,193.5,3185.2,19,5.9,0.265,0.373,0.774,0.159,0.227,0.9,,,,
cherry,10,33,159,32,2,4,48,157,223.5,43.7,6589.8,16383.4,21606.3,71993.6,142017.8,174660.9,157,223.5,6589.8,21606.3,71993.6,174660.9,9,50,1,0,455.5,768.2,935.7,380.9,1220.3,11.4,10.9,0.96,0.758,0.6,0.336,0.273,0.756,,,,
