species,tree,branch,date,parent,order,bearing,opp_length_cm,declination,length_cm,diameter_mm,root_dia,no_twigs,no_spurs,no_scars,stem_m,tot_stem_mO,tot_stem_m,twig_m,leaf_m,flower_m,length_ratio,diameter_ratio,mass_ratio
cherry,10,15,117,14,3,,,,87,37.9,,22,1,13,555.5,555.5,555.5,269.6,34.6,3.5,1.338,0.383,Inf
cherry,10,16,135,14,2,,,,10.5,96.3,,3,1,6,0,0,0,33.8,9.6,1.1,0.162,0.973,NA
cherry,10,17,135,13,3,,,,98,19.9,,21,1,5,194.8,194.8,194.8,149.1,28.6,8.2,0.671,0.213,0.034
cherry,10,18,135,13,3,,,,91,36,,19,1,0,696,696,696,1227.3,246.3,149.7,0.623,0.385,0.123
cherry,10,19,135,13,2,,,,28.5,98,,2,0,3,1037.7,4150.8,4150.8,11.4,7.1,1.2,0.195,1.048,0.184
cherry,10,20,135,19,3,,,,112,32.4,,21,6,0,679.9,679.9,679.9,878.2,189.4,150.5,3.93,0.331,0.655
cherry,10,21,135,19,2,,,,48,62,,9,0,3,863.8,2591.4,2591.4,585.1,69,21.5,1.684,0.633,0.832
cherry,10,22,135,21,3,,,,35,28.8,,6,0,1,148,296,296,39.2,1,0.6,0.729,0.465,0.171
cherry,10,23,135,22,4,,,,82.5,16.7,,21,5,3,148.4,148.4,148.4,217,38.3,35.5,2.357,0.58,1.003
cherry,10,24,135,22,4,,,,17,18.7,,4,0,0,30.1,30.1,30.1,206,27.2,17.3,0.486,0.649,0.203
cherry,10,25,135,21,4,,,,114.5,38.2,,26,7,0,715,715,715,1291.2,125.5,98.8,2.385,0.616,0.828
cherry,10,26,152,3,4,,,,48,64.7,,4,2,2,955.1,0,2865.3,61.1,0,0,0.254,0.688,0.112
cherry,10,27,152,26,5,,,,106,31.6,,16,7,0,529.3,529.3,529.3,589.9,281.8,157.8,2.208,0.488,0.554
cherry,10,28,152,26,4,,,,63,56.8,,13,4,,835.9,835.9,835.9,694.5,149.2,39.6,1.312,0.878,0.875
cherry,10,29,152,28,5,,,,101,24.1,,27,5,0,265.6,265.6,265.6,389.6,76.3,19.2,1.603,0.424,0.318
cherry,10,30,152,29,4,,,,154,26.7,,34,16,0,528.2,528.2,528.2,1111.8,318.4,103.1,1.525,1.108,1.989
cherry,10,31,152,26,5,,,,41.5,11.4,,10,1,0,18.5,18.5,18.5,46.4,24.3,4.8,0.865,0.176,0.019
cherry,10,32,159,3,3,,,,50,72.8,,11,1,2,1353.7,5414.8,5414.8,193.5,19,5.9,0.265,0.774,0.159
cherry,10,33,159,32,4,,,,48,43.7,,9,1,0,455.5,911,911,380.9,11.4,10.9,0.96,0.6,0.336
cherry,10,34,159,32,4,,,,32,53.5,,6,4,0,478.4,956.8,956.8,124.9,41.2,10.6,0.64,0.735,0.353
cherry,10,35,159,34,5,,,,83,30.7,,12,1,0,402.9,402.9,402.9,884.3,283.6,229.5,2.594,0.574,0.842
cherry,10,36,159,34,4,,,,57,20.7,,16,2,0,258.8,258.8,258.8,762.2,204.8,138,1.781,0.387,0.541
cherry,10,37,159,33,5,,,,66.5,25,,13,2,0,167.5,167.5,167.5,401.3,117.6,51.7,1.385,0.572,0.368
cherry,10,38,159,33,4,,,,109,28.6,,28,8,0,312.7,312.7,312.7,438.1,114,70.6,2.271,0.654,0.686
cherry,13,0,275,,,,,,,,,22,0,20,0,,,8.8,2.3,,NA,NA,NA
cherry,13,1,275,0,1,,,,82.5,174,,0,0,0,12700.6,,368317.4,0,0,,NA,NA,NA
cherry,13,2,275,1,2,240,,,87,60.8,,5,0,5,2262.9,,29417.7,26.6,9.4,,1.055,0.349,0.178
cherry,13,3,275,2,3,,,,73,12.5,,9,0,3,70.4,,70.4,72.9,36.9,,0.839,0.206,0.031
cherry,13,4,275,2,2,,,,41,65.1,,8,0,3,1445.1,,17341.2,26.8,5.8,,0.471,1.071,0.639
cherry,13,5,275,4,3,,,,60,40.8,,5,0,7,473.6,,1894.4,17.7,0,,1.463,0.627,0.328
cherry,13,6,275,5,4,,,,61,11.6,,8,6,0,38.2,,38.2,56,34.4,,1.017,0.284,0.081
cherry,13,7,275,5,3,,,,40.5,34.6,,2,0,4,193.7,,581.1,1,0,,0.675,0.848,0.409
cherry,13,8,275,7,4,,,,45,15.6,,8,1,2,71.4,,71.4,134,67.8,,1.111,0.451,0.369
cherry,13,9,275,7,4,,,,24,11.1,,3,3,2,15.7,,15.7,25.2,14.8,,0.593,0.321,0.081
cherry,13,10,275,7,3,,,,56,26.1,,5,2,6,166,,166,93.3,32.2,,1.383,0.754,0.857
cherry,13,11,275,10,4,,,,54,16.3,,10,0,0,41.5,,41.5,110.7,61.4,,0.964,0.625,0.25
cherry,13,12,275,4,2,,,,54,49.7,,7,0,3,911.2,,7289.6,7.2,0,,1.317,0.763,0.631
cherry,13,13,275,12,3,,,,84,20.8,,6,2,6,194.9,,194.9,92.7,17.3,,1.556,0.419,0.214
cherry,13,14,275,12,3,,,,52,13.4,,7,1,0,41.2,,41.2,100.2,52.9,,0.963,0.27,0.045
cherry,13,15,275,12,2,,,,46,62,,6,2,6,816.5,,4899,106.4,30.4,,0.852,1.247,0.896
cherry,13,16,275,15,3,,,,40,16.4,,8,0,0,53.1,,53.1,145.8,66,,0.87,0.265,0.065
cherry,13,17,275,15,2,,,,55,46.5,,10,1,5,665.8,,3329,222.8,39.6,,1.196,0.75,0.815
cherry,13,18,275,17,3,,,,93,23.7,,17,3,0,153.4,,153.4,298.3,81.9,,1.691,0.51,0.23
cherry,13,19,275,17,3,,,,19,36,,2,0,0,130.9,,261.8,1.7,0,,0.345,0.774,0.197
cherry,13,20,275,19,4,,,,61,19,,9,3,0,96.4,,96.4,177.1,40.6,,3.211,0.528,0.736
cherry,13,21,275,19,4,,,,73,22.1,,16,3,0,168.5,,168.5,267.3,,,3.842,0.614,1.287
cherry,13,22,275,17,3,,,,66,21.8,,6,7,0,127.2,,127.2,158.1,64.4,,1.2,0.469,0.191
cherry,13,23,275,17,3,,,,35.5,17.2,,7,3,1,46.3,,46.3,145.5,39.6,,0.645,0.37,0.07
cherry,13,24,275,1,1,,,,,,,0,0,0,2211.9,,22119,0,0,,NA,NA,0.174
cherry,13,25,275,24,2,150,,,22,63.6,,4,0,4,2238.6,,6715.8,5.1,1.9,,NA,NA,1.012
cherry,13,26,275,25,3,,,,22,57.3,,1,0,1,495.7,,495.7,0.7,0.1,,1,0.901,0.221
cherry,13,27,275,26,4,,,,42,30.8,,15,1,7,893,,893,88.6,24.2,,1.909,0.538,1.801
cherry,13,28,275,27,5,,,,124,25.7,,18,5,0,517,,517,448.9,126.7,,2.952,0.834,0.579
cherry,13,29,275,25,3,,,,32,63.2,,12,0,4,1240.2,,2480.4,47.2,7.7,,1.455,0.994,0.554
cherry,13,30,275,29,4,,,,126,52.2,,12,0,0,1729.4,,3458.8,386.8,125.4,,3.938,0.826,1.394
cherry,13,31,275,30,5,,,,89,27.2,,14,2,0,306.4,,306.4,425.8,211.1,,0.706,0.521,0.177
cherry,13,32,275,30,5,,,,97,27,,15,3,0,572.2,,572.2,874.1,393.5,,0.77,0.517,0.331
cherry,13,33,275,1,2,50,,,57.5,112.2,,,,,3180,,19080,0.1,0,,0.697,0.645,0.25
cherry,13,34,275,33,3,,,,106,59.8,,18,5,11,2305.4,,4610.8,178.2,103.2,,1.843,0.533,0.725
cherry,13,35,275,34,4,,,,134,22.7,,17,6,16,272.1,,272.1,190.1,106.6,,1.264,0.38,0.118
cherry,13,36,275,34,3,,,,46,63,,11,1,7,722.4,,722.4,156.2,27,,0.434,1.054,0.313
cherry,13,37,275,36,4,,,,26.5,52.1,,5,3,1,263.9,,263.9,143.3,0.3,,0.576,0.827,0.365
cherry,13,38,275,33,2,,,,55.5,97.5,,6,3,10,2174.7,,8698.8,93,56.6,,0.965,0.869,0.684
cherry,13,39,275,38,3,,,,124,20.8,,11,11,0,259.6,,259.6,159.7,152.1,,2.234,0.213,0.119
cherry,13,40,275,38,3,,,,81,66.6,,8,1,7,2329.6,,6988.8,21.2,3.8,,1.459,0.683,1.071
cherry,13,41,275,40,4,,,,74,19.5,,11,10,2,115.6,,115.6,143.6,34.1,,0.914,0.293,0.05
cherry,13,42,275,40,3,,,,63,64.8,,4,4,5,1660.7,,3321.4,357.2,0,,0.778,0.973,0.713
cherry,13,43,275,42,4,,,,101,15.3,,8,9,3,154.6,,154.6,388.4,0,,1.603,0.236,0.093
cherry,13,44,275,42,3,,,,48,55.6,,7,0,9,819.9,,819.9,372.4,0,,0.762,0.858,0.494
cherry,13,45,275,44,4,,,,42.5,26,,8,5,2,177.1,,177.1,435.4,0,,0.885,0.468,0.216
cherry,13,46,275,24,2,,,,,,,13,0,8,1644.3,,11510.1,88.6,45.6,,NA,NA,0.743
cherry,13,47,275,46,3,,,,,,,14,2,7,2148.2,,15037.4,18.6,15.4,,NA,NA,1.306
cherry,13,48,275,47,4,,,,33,44.4,,15,2,5,406.4,,406.4,294.3,147.5,,NA,NA,0.189
cherry,13,49,275,48,5,,,,143,18.1,,15,4,3,291.2,,291.2,121.6,0,,4.333,0.408,0.717
cherry,13,50,275,47,3,,,,,,,14,0,5,1152.7,,6916.2,81.8,14.5,,NA,NA,0.537
cherry,13,51,275,50,4,,,,113,23.9,,20,2,5,485.1,,485.1,272.2,63.5,,NA,NA,0.421
cherry,13,52,275,50,4,,,,,,,13,0,4,1412.1,,7060.5,124.7,66.1,,NA,NA,1.225
cherry,13,53,275,52,5,,,,46.5,31,,6,2,2,242.6,,242.6,512.3,242.5,,NA,NA,0.172
cherry,13,54,275,52,5,,,,47,9.5,,9,0,1,51.8,,51.8,103.3,44,,NA,NA,0.037
cherry,13,55,275,52,4,,,,,,,2,0,2,357.4,,1072.2,73.1,27.5,,NA,NA,0.253
cherry,13,56,275,55,5,,,,59,17.1,,10,1,3,96.1,,96.1,132.1,59.3,,NA,NA,0.269
cherry,13,57,275,55,4,,,,,,,11,1,6,550.9,,1101.8,453.3,114.5,,NA,NA,1.541
cherry,13,58,275,57,5,,,,47,16,,10,3,0,64.7,,64.7,173.3,41.7,,NA,NA,0.117
cherry,13,59,275,57,4,,,,,,,7,0,6,141.4,,141.4,71.5,33.7,,NA,NA,0.257
cherry,13,60,275,59,5,,,,30,16.3,,7,2,0,58.3,,58.3,220.7,33.1,,NA,NA,0.412
cherry,15,0,45,,0,,,,,,,,,,0,0,,,,,NA,NA,NA
cherry,15,1,45,0,1,0,,90,93,180,198,0,0,0,12247,0,1690086,0,,,NA,NA,NA
cherry,15,2,45,1,2,210,,30,24.5,107,,2,1,2,1171,52695,52695,,,,0.263,0.594,0.096
cherry,15,3,45,1,1,0,,0,22.5,178,,6,0,6,2312.1,215025.3,215025.3,,,,0.242,0.989,0.189
cherry,15,4,45,3,2,260,,40,28,125,,3,0,3,2376.5,135460.5,135460.5,,,,1.244,0.702,1.028
cherry,15,5,45,4,3,350,,35,107,60.3,,29,0,20,2072.2,43516.2,43516.2,83,,,3.821,0.482,0.872
cherry,15,6,45,4,2,230,,80,73,92,,11,0,9,3266.2,117583.2,117583.2,28.9,,,2.607,0.736,1.374
cherry,15,7,45,6,3,280,54,,58,23.9,,16,0,14,159.2,796,796,,,,0.795,0.26,0.049
cherry,15,8,45,7,4,225,25,,25,5.5,,1,0,0,16,16,16,1.5,,,0.431,0.23,0.101
cherry,15,9,45,7,3,270,26,,28,12,,2,0,0,47.3,189.2,189.2,7.7,,,0.483,0.502,0.297
cherry,15,10,45,9,4,330,41,,41,6.4,,6,0,0,28.4,56.8,56.8,21.2,,,1.464,0.533,0.6
cherry,15,11,45,10,5,5,10,,10,2.6,,3,0,0,4.2,4.2,4.2,,,,0.244,0.406,0.148
cherry,15,12,45,10,4,330,16,,16,2,,2,0,0,4.6,4.6,4.6,5.2,,,0.39,0.312,0.162
cherry,15,13,45,8,5,225,20,,20,6.7,,1,0,0,8.7,8.7,8.7,,,,0.8,1.218,0.544
cherry,15,14,45,2,3,180,50,,50,37,,16,3,5,299,299,299,13.3,,,2.041,0.346,0.255
cherry,15,15,45,14,4,270,21.5,,21.5,11.4,,4,0,1,14.9,14.9,14.9,11,,,0.43,0.308,0.05
cherry,15,16,45,9,4,60,-30,,36,2.9,,1,0,0,6.6,6.6,6.6,,,,1.286,0.242,0.14
cherry,15,17,45,9,4,60,10,,49,4.8,,2,0,0,7.5,7.5,7.5,7.3,,,1.75,0.4,0.159
cherry,15,18,45,2,2,185,,60,18,93,,5,0,5,701.6,30870.4,30870.4,,,,0.735,0.869,0.599
cherry,15,19,45,18,3,260,47,,58,36.4,,14,0,14,362.3,4347.6,4347.6,,,,3.222,0.391,0.516
cherry,15,20,45,19,4,230,30,,33,15.8,,6,0,2,38.6,115.8,115.8,7.8,,,0.569,0.434,0.107
cherry,15,21,45,20,5,320,-31,,35,4.2,,2,0,0,3.9,3.9,3.9,2.5,,,1.061,0.266,0.101
cherry,15,22,45,20,4,240,17,,18,11.6,,2,0,1,14.2,28.4,28.4,0.5,,,0.545,0.734,0.368
cherry,15,23,45,22,5,270,-81,,67,7.4,,10,2,0,21.1,21.1,21.1,8.3,,,3.722,0.638,1.486
cherry,15,24,45,22,5,160,33,,12,6,,7,2,0,3.1,3.1,3.1,5,,,0.667,0.517,0.218
cherry,15,25,45,19,3,,,,16.5,30.4,,4,0,3,77.3,695.7,695.7,1,,,0.284,0.835,0.213
cherry,15,26,45,25,4,260,33,,16.5,5.6,,3,0,0,2.9,2.9,2.9,4.4,,,1,0.184,0.038
cherry,15,27,45,25,3,230,13,,16,30.9,,3,0,0,65.5,524,524,3.6,,,0.97,1.016,0.847
cherry,15,28,45,27,4,250,30,,34,7.4,,6,0,1,10.2,10.2,10.2,13,,,2.125,0.239,0.156
cherry,15,29,45,28,5,270,44,,17,5.9,,5,2,0,4,4,4,8.8,,,0.5,0.797,0.392
cherry,15,30,45,27,3,230,19,,25,26.5,,5,0,3,109.5,766.5,766.5,2.4,,,1.562,0.858,1.672
cherry,15,31,45,30,4,240,30,,21,5.5,,8,2,1,6.5,6.5,6.5,11.9,,,0.84,0.208,0.059
cherry,15,32,54,30,4,90,36,,29,3.4,,7,5,0,3.3,3.3,3.3,3,,,1.16,0.128,0.03
cherry,15,33,54,30,3,190,30,,28.5,20.2,,6,0,4,66.3,265.2,265.2,1.1,,,1.14,0.762,0.605
cherry,15,34,54,33,4,270,46,,14,5.6,,5,2,1,3.3,3.3,3.3,6.6,,,0.491,0.277,0.05
cherry,15,35,54,33,3,190,22,,22,19.4,,7,1,1,41.2,123.6,123.6,11.6,,,0.772,0.96,0.621
cherry,15,36,54,35,4,300,70,,46.5,9,,14,8,4,17.5,17.5,17.5,15.7,,,2.114,0.464,0.425
cherry,15,37,54,35,3,190,15,,16,16.1,,4,0,3,22.2,44.4,44.4,3,,,0.727,0.83,0.539
cherry,15,38,54,37,4,290,53,,37,7.3,,10,2,2,9.6,9.6,9.6,16,,,2.312,0.453,0.432
cherry,15,39,54,37,3,190,10,,12,13.8,,5,0,4,15.3,15.3,15.3,0.9,,,0.75,0.857,0.689
cherry,15,40,54,39,3,220,68,,66,8.9,,9,0,3,24.8,24.8,24.8,,,,5.5,0.645,1.621
cherry,15,41,54,30,4,300,73,,97,7.4,,10,3,2,17.5,17.5,17.5,14.2,,,3.88,0.279,0.16
cherry,15,42,54,57,2,130,,20,70,74.2,,9,0,8,2101.9,67260.8,67260.8,0.8,,,2.692,0.88,2.564
cherry,15,43,54,42,3,140,30,,30,25.9,,5,0,3,106.2,743.4,743.4,1.6,,,0.429,0.349,0.051
cherry,15,44,54,43,4,70,26,,5,4.3,,2,0,0,0.8,0.8,0.8,2.5,,,0.167,0.166,0.008
cherry,15,45,54,46,4,200,44,,27,4.2,,3,0,0,2.9,2.9,2.9,3,,,3.857,0.163,0.133
cherry,15,46,54,43,3,140,7,,7,25.8,,2,2,0,21.8,130.8,130.8,0.3,,,0.233,0.996,0.205
cherry,15,47,54,46,3,140,16,,16,22.2,,6,1,2,46,230,230,8.1,,,2.286,0.86,2.11
cherry,15,48,54,47,4,230,45,,14.5,6.2,,6,2,0,3.7,3.7,3.7,8.4,,,0.906,0.279,0.08
cherry,15,49,54,47,3,140,7.5,,7.5,23.8,,1,0,0,20.8,83.2,83.2,3.7,,,0.469,1.072,0.452
cherry,15,50,54,49,4,100,47,,24,4.4,,6,4,0,3.5,3.5,3.5,3.6,,,3.2,0.185,0.168
cherry,15,51,54,49,3,140,12,,11.5,22.9,,1,0,0,37.5,112.5,112.5,6.4,,,1.533,0.962,1.803
cherry,15,52,54,51,4,90,60,,9,6,,4,0,0,2.6,2.6,2.6,10.4,,,0.783,0.262,0.069
cherry,15,53,54,51,3,140,4,,5,25.5,,1,0,1,20.9,41.8,41.8,,,,0.435,1.114,0.557
cherry,15,54,54,53,4,60,-54,,45,5.9,,6,4,0,6.2,6.2,6.2,4.7,,,9,0.231,0.297
cherry,15,55,54,53,3,140,6,,6.5,33.5,,1,0,1,27,27,27,,,,1.3,1.314,1.292
cherry,15,56,54,55,4,120,137,,84,12.4,,19,4,4,73.8,73.8,73.8,40.3,,,12.923,0.37,2.733
cherry,15,57,54,18,2,180,,55,26,84.3,,3,0,3,819.7,26230.4,26230.4,,,,1.444,0.906,1.168
cherry,15,58,54,42,3,220,15,,15,26.9,,1,1,0,62.2,373.2,373.2,,,,0.214,0.363,0.03
cherry,15,59,54,58,4,280,33,,15.5,4.6,,5,1,0,2.5,2.5,2.5,3.3,,,1.033,0.171,0.04
cherry,15,60,54,58,3,220,12,,12,26.6,,1,0,1,45.5,227.5,227.5,,,,0.8,0.989,0.732
cherry,15,61,54,60,4,260,30,,13,5.8,,4,3,0,3.5,3.5,3.5,6.1,,,1.083,0.218,0.077
cherry,15,62,54,61,5,60,,,7,4.4,,3,0,0,1.4,1.4,1.4,3.9,,,0.538,0.759,0.4
cherry,15,63,54,60,3,200,17,,17,25.9,,3,0,3,57.5,230,230,,,,1.417,0.974,1.264
cherry,15,64,54,63,4,0,0,,43.5,6.5,,14,2,0,9.3,9.3,9.3,9,,,2.559,0.251,0.162
cherry,15,65,54,63,3,200,7,,7,25.3,,1,0,1,20.5,61.5,61.5,,,,0.412,0.977,0.357
cherry,15,66,54,65,3,210,15,,15,23,,6,1,5,1.3,2.6,2.6,,,,2.143,0.909,0.063
cherry,15,67,54,66,4,0,0,,18,4,,7,4,0,2.6,2.6,2.6,6.2,,,1.2,0.174,2
cherry,15,68,54,66,3,200,18,,18,21.1,,6,0,5,45.3,45.3,45.3,3.3,,,1.2,0.917,34.846
cherry,15,69,54,68,4,120,30,,31,7.1,,12,8,0,9.8,9.8,9.8,12.6,,,1.722,0.336,0.216
cherry,15,70,54,6,3,200,9,,9,21.4,,2,0,1,19.8,19.8,19.8,3.5,,,0.123,0.233,0.006
cherry,15,71,54,70,4,240,51,,55,10.2,,12,1,2,31.7,31.7,31.7,22.3,,,6.111,0.477,1.601
cherry,15,72,54,65,4,290,25,,5.5,4.6,,2,0,0,1.3,1.3,1.3,4,,,0.786,0.182,0.063
cherry,15,73,66,3,2,60,,45,17.5,150.5,,4,0,4,1712.4,61646.4,61646.4,,,,0.778,0.846,0.741
cherry,15,74,66,73,3,120,25,,38,72.3,,4,0,4,1153.1,9224.8,9224.8,,,,2.171,0.48,0.673
cherry,15,75,66,73,4,60,10,,32,53.1,,6,0,4,412,2472,2472,,,,1.829,0.353,0.241
cherry,15,76,66,75,5,330,0,,29.5,6.6,,5,1,0,8.9,8.9,8.9,16.3,,,0.922,0.124,0.022
cherry,15,77,66,86,5,50,25,,11,41.2,,2,0,1,91.8,459,459,7.3,,,0.204,1.025,0.227
cherry,15,78,66,77,5,310,55,,44.5,5,,12,4,0,12.2,12.2,12.2,17.4,,,4.045,0.121,0.133
cherry,15,79,66,77,5,90,0,,73.5,9.5,,8,0,1,46.2,46.2,46.2,38.3,,,6.682,0.231,0.503
cherry,15,80,66,77,4,50,45,,17,38.4,,5,0,4,130.9,392.7,392.7,5.3,,,1.545,0.932,1.426
cherry,15,81,66,80,5,320,17,,38,7.1,,6,0,0,14.9,14.9,14.9,28.8,,,2.235,0.185,0.114
cherry,15,82,66,80,4,50,45,,19,29.9,,9,1,2,124,248,248,22,,,1.118,0.779,0.947
cherry,15,83,66,82,5,70,20,,62,17.5,,13,1,5,100.1,200.2,200.2,79.8,,,3.263,0.585,0.807
cherry,15,84,66,83,6,20,-5,,50,8.5,,29,12,0,15.6,15.6,15.6,20.8,,,0.806,0.486,0.156
cherry,15,85,66,83,6,100,25,,30.5,6.7,,4,1,0,8,8,8,6.3,,,0.492,0.383,0.08
cherry,15,86,66,75,5,50,25,,54,40.2,,11,0,8,405.1,2025.5,2025.5,8.6,,,1.688,0.757,0.983
cherry,15,87,66,74,3,120,35,,35,53.5,,19,9,4,772.1,6176.8,6176.8,15.6,,,0.921,0.74,0.67
cherry,15,88,66,87,4,310,0,,10.5,7,,4,1,0,4.7,4.7,4.7,8.1,,,0.3,0.131,0.006
cherry,15,89,66,87,3,150,50,,46,53.6,,11,1,5,461.3,3229.1,3229.1,18.2,,,1.314,1.002,0.597
cherry,15,90,66,89,4,320,0,,65,5.6,,8,6,0,9.3,9.3,9.3,10.9,,,1.413,0.104,0.02
cherry,15,91,66,89,3,120,70,,10,54.9,,4,0,3,113.4,680.4,680.4,9.7,,,0.217,1.024,0.246
cherry,15,92,66,91,4,50,20,,36,39.6,,5,0,1,307.4,1844.4,1844.4,17.1,,,3.6,0.721,2.711
cherry,15,93,66,92,5,90,0,,62,30,,10,1,3,335.6,2013.6,2013.6,43.1,,,1.722,0.758,1.092
cherry,15,94,66,93,6,160,10,,42,7.6,,5,0,0,16.6,16.6,16.6,31.9,,,0.677,0.253,0.049
cherry,15,95,66,93,5,80,20,,17.5,25.8,,2,0,2,60.1,300.5,300.5,,,,0.282,0.86,0.179
cherry,15,96,66,95,6,10,25,,65,9,,14,0,1,31.5,31.5,31.5,20.5,,,3.714,0.349,0.524
cherry,15,97,66,95,5,90,20,,19,20,,3,1,0,48.2,192.8,192.8,14.4,,,1.086,0.775,0.802
cherry,15,98,66,97,6,150,0,,71,9.2,,22,18,1,40.4,40.4,40.4,31.6,,,3.737,0.46,0.838
cherry,15,99,66,97,6,10,20,,28.5,7.2,,7,5,0,9.7,9.7,9.7,11.7,,,1.5,0.36,0.201
cherry,15,100,66,97,5,70,15,,39.5,14.9,,9,3,0,53.2,106.4,106.4,69.1,,,2.079,0.745,1.104
cherry,15,101,66,100,6,120,5,,58.5,7.7,,17,13,2,23.1,23.1,23.1,22.3,,,1.481,0.517,0.434
cherry,15,102,68,124,4,50,,35,23,21.5,,2,0,1,71.1,284.4,284.4,6.1,,,0.479,0.371,0.109
cherry,15,103,68,102,5,110,,-10,44,8.4,,7,1,2,10.4,10.4,10.4,9.3,,,1.913,0.391,0.146
cherry,15,104,68,102,4,20,,0,16,18,,5,1,1,31,93,93,6.6,,,0.696,0.837,0.436
cherry,15,105,68,104,5,100,,15,31.5,6,,6,2,0,7.7,7.7,7.7,14.4,,,1.969,0.333,0.248
cherry,15,106,68,104,4,30,,0,29,16.1,,8,1,2,37.8,75.6,75.6,10.9,,,1.812,0.894,1.219
cherry,15,107,68,106,5,340,,-40,34,5.3,,6,4,0,5.7,5.7,5.7,6.9,,,1.172,0.329,0.151
cherry,15,108,68,106,4,20,,0,54.5,10,,14,1,0,27.9,27.9,27.9,45.3,,,1.879,0.621,0.738
cherry,15,109,68,124,3,190,,45,9,48.4,,2,0,1,108.1,1837.7,1837.7,19.2,,,0.188,0.834,0.166
cherry,15,110,68,109,4,160,,10,31,8.3,,7,3,0,11.8,11.8,11.8,16,,,3.444,0.171,0.109
cherry,15,111,68,109,3,190,,40,12,48.2,,4,0,1,180.5,2888,2888,12.5,,,1.333,0.996,1.67
cherry,15,112,68,111,4,120,,15,5,9.2,,0,0,0,2.7,2.7,2.7,12.3,,,0.417,0.191,0.015
cherry,15,113,68,111,3,310,,30,45,46.4,,13,0,4,371.3,5569.5,5569.5,83.4,,,3.75,0.963,2.057
cherry,15,114,68,113,4,10,,40,33,25.6,,3,0,0,130.9,1047.2,1047.2,32.9,,,0.733,0.552,0.353
cherry,15,115,68,114,5,210,,80,81,9.8,,18,5,0,45.5,45.5,45.5,28.6,,,2.455,0.383,0.348
cherry,15,116,68,114,5,140,,30,22,4.9,,6,1,0,5.6,5.6,5.6,20.1,,,0.667,0.191,0.043
cherry,15,117,68,114,5,70,,45,39,6.3,,19,14,0,11.7,11.7,11.7,16.5,,,1.182,0.246,0.089
cherry,15,118,68,114,4,0,,5,19.5,22.8,,4,1,0,61.8,309,309,13,,,0.591,0.891,0.472
cherry,15,119,68,118,5,290,,0,11,12.4,,3,0,0,14.8,14.8,14.8,59.5,,,0.564,0.544,0.239
cherry,15,120,68,118,4,20,,0,8.5,18,,2,1,0,18.7,37.4,37.4,5.2,,,0.436,0.789,0.303
cherry,15,121,68,120,5,110,,80,6.5,16.3,,3,1,0,12.9,12.9,12.9,74,,,0.765,0.906,0.69
cherry,15,122,68,121,6,130,,80,11.5,10,,8,0,2,5.9,5.9,5.9,39.5,,,1.769,0.613,0.457
cherry,15,123,68,120,5,20,,0,28.5,6.5,,6,0,0,10.9,10.9,10.9,28.4,,,3.353,0.361,0.583
cherry,15,124,68,5,3,340,,20,48,58,,6,0,3,653,13713,13713,9,,,0.449,0.962,0.315
cherry,15,125,68,118,5,350,,10,77,10.2,,25,10,1,38.2,38.2,38.2,23,,,3.949,0.447,0.618
cherry,15,126,68,118,5,230,,10,88,5.9,,14,8,1,20.3,20.3,20.3,8.1,,,4.513,0.259,0.328
cherry,15,127,68,113,4,250,,25,10.5,32.6,,4,0,3,68.8,481.6,481.6,0.9,,,0.233,0.703,0.185
cherry,15,128,68,127,5,160,,40,107,11.4,,26,7,5,87,87,87,47.3,,,10.19,0.35,1.265
cherry,15,129,68,127,4,250,,20,10,27.3,,1,0,0,42.6,255.6,255.6,1,,,0.952,0.837,0.619
cherry,15,130,68,129,5,170,,50,65,8,,11,7,0,36.6,36.6,36.6,54.4,,,6.5,0.293,0.859
cherry,15,131,68,129,5,250,,50,88,12.7,,25,11,3,76.8,76.8,76.8,39.2,,,8.8,0.465,1.803
cherry,15,132,68,139,5,330,,35,6.5,19.4,,0,0,0,16,16,16,0,,,0.302,0.761,0.226
cherry,15,133,72,132,5,0,,20,61,12.6,,16,2,0,43.2,43.2,43.2,86.2,,,9.385,0.649,2.7
cherry,15,134,72,133,6,300,,55,84,11.7,,0,0,0,61.2,61.2,61.2,41.4,,,1.377,0.929,1.417
cherry,15,135,72,139,5,220,,20,33,6.4,,6,0,0,10.6,10.6,10.6,21,,,1.535,0.251,0.15
cherry,15,136,72,139,4,220,,10,4.5,16.9,,0,0,0,7.7,15.4,15.4,0,,,0.209,0.663,0.109
cherry,15,137,72,136,5,170,,50,75,8.1,,16,5,0,25.9,25.9,25.9,13.4,,,16.667,0.479,3.364
cherry,15,138,72,136,4,220,,10,87,10,,15,1,1,59.8,59.8,59.8,84.8,,,19.333,0.592,7.766
cherry,15,139,72,129,4,240,,25,21.5,25.5,,5,0,1,70.7,282.8,282.8,19.7,,,2.15,0.934,1.66
cherry,15,140,72,42,2,120,,55,38,65.1,,7,0,6,946,17974,17974,1.4,,,0.543,0.877,0.45
cherry,15,141,72,140,3,60,,0,38,8.4,,8,2,0,13.5,13.5,13.5,11.3,,,1,0.129,0.014
cherry,15,142,72,140,2,150,,20,51,59.4,,8,0,3,998.1,17965.8,17965.8,49.4,,,1.342,0.912,1.055
cherry,15,143,72,142,3,60,,0,104,13.7,,23,3,6,77.8,77.8,77.8,66.8,,,2.039,0.231,0.078
